sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PatientID_patientID,PatientID_patientnumber,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,sys_MXDVersion_MXD,sys_MXDDesignID_MXD,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17
21374,28 Jun 2018 - 05:41:47 EDT,28 Jun 2018 - 06:08:16 EDT,0h 26m 29s,0h 26m 24s,1530178907,1530180496,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,frag,115,1,6,1,11,3,13,7,6,1,2,16,12,11,8,4,11,16,9,4,12,3,9,3,2,74,MXD1_1528457107_3,12,45,26,31,215,59,63,46,104,185,4,163,183,82,140,77,161
21377,03 Jul 2018 - 03:53:48 EDT,03 Jul 2018 - 04:03:38 EDT,0h 9m 50s,0h 9m 44s,1530604428,1530605018,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,Magt,301,14,11,2,11,7,8,1,3,16,4,15,5,2,10,16,3,12,4,1,6,7,10,16,11,77,MXD1_1528457107_3,413,38,24,25,76,43,61,43,33,53,1,33,53,31,24,28,18
21378,03 Jul 2018 - 04:42:57 EDT,03 Jul 2018 - 05:12:15 EDT,0h 29m 18s,0h 29m 15s,1530607377,1530609135,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ntst,302,3,11,5,10,16,13,3,12,14,12,1,16,3,2,1,13,1,10,5,11,7,11,16,6,78,MXD1_1528457107_3,18,43,25,28,314,461,72,82,208,62,1,137,50,110,55,61,46
21379,03 Jul 2018 - 05:25:36 EDT,03 Jul 2018 - 05:46:22 EDT,0h 20m 46s,0h 20m 42s,1530609936,1530611182,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,sisb,303,16,5,3,5,3,11,12,10,16,10,3,6,1,6,7,5,12,6,7,12,11,2,1,9,79,MXD1_1528457107_3,394,40,23,29,258,104,49,68,61,186,2,74,81,47,68,105,47
21380,03 Jul 2018 - 06:09:41 EDT,03 Jul 2018 - 06:18:50 EDT,0h 9m 9s,0h 9m 5s,1530612581,1530613130,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,tsht,304,10,11,2,4,1,6,5,9,12,15,2,9,1,13,1,13,16,14,12,6,10,4,16,4,80,MXD1_1528457107_3,153,39,22,27,65,41,24,37,51,43,2,34,23,41,35,31,30
21381,03 Jul 2018 - 06:29:30 EDT,03 Jul 2018 - 06:45:34 EDT,0h 16m 4s,0h 16m 0s,1530613770,1530614734,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,chag,305,14,8,1,6,1,11,9,6,16,4,16,3,7,4,16,2,7,13,2,11,12,3,15,11,81,MXD1_1528457107_3,11,35,18,26,113,106,40,105,36,118,4,35,47,40,41,157,39
21382,03 Jul 2018 - 07:11:30 EDT,03 Jul 2018 - 07:22:52 EDT,0h 11m 22s,0h 11m 21s,1530616290,1530616972,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,davp,306,16,7,3,8,1,11,12,8,15,6,14,10,2,10,1,9,16,7,16,11,12,9,3,11,82,MXD1_1528457107_3,348,41,23,28,85,48,37,83,52,54,6,42,59,44,16,35,28
21383,04 Jul 2018 - 02:22:56 EDT,04 Jul 2018 - 02:35:21 EDT,0h 12m 25s,0h 12m 23s,1530685376,1530686121,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,makn,116,11,7,16,2,3,5,7,13,10,4,3,4,1,10,5,4,1,9,16,9,1,10,16,9,83,MXD1_1528457107_3,33,36,19,36,133,78,59,68,44,34,8,38,46,33,36,29,46
21384,04 Jul 2018 - 02:58:54 EDT,04 Jul 2018 - 03:06:35 EDT,0h 7m 41s,0h 7m 38s,1530687534,1530687995,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,modk,117,16,4,1,13,11,13,3,4,12,14,12,2,16,2,5,13,3,15,12,8,11,5,1,4,84,MXD1_1528457107_3,14,39,20,22,71,30,28,26,21,33,4,34,25,23,31,24,27
21385,04 Jul 2018 - 03:26:06 EDT,04 Jul 2018 - 03:39:45 EDT,0h 13m 39s,0h 13m 36s,1530689166,1530689985,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ramk,118,13,15,9,10,5,11,7,2,14,7,16,12,3,4,2,4,1,11,5,2,1,15,13,10,85,MXD1_1528457107_3,17,40,24,30,127,47,112,53,87,49,6,49,32,28,55,41,36
21386,04 Jul 2018 - 03:50:06 EDT,04 Jul 2018 - 04:12:09 EDT,0h 22m 3s,0h 22m 2s,1530690606,1530691929,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,leim,119,2,13,2,3,8,13,1,15,11,4,10,14,16,9,1,11,14,5,16,5,1,5,12,15,86,MXD1_1528457107_3,148,249,15,3,240,163,104,88,57,270,7,23,14,26,26,16,21
21387,10 Jul 2018 - 03:01:21 EDT,10 Jul 2018 - 03:15:40 EDT,0h 14m 19s,0h 14m 19s,1531206081,1531206940,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,kesb,125,7,13,4,11,3,6,7,6,1,8,3,11,14,11,12,10,12,5,16,15,3,13,4,13,87,MXD1_1528457107_3,18,45,37,26,116,55,87,35,52,23,3,39,151,65,59,44,22
21388,10 Jul 2018 - 03:18:07 EDT,10 Jul 2018 - 03:53:22 EDT,0h 35m 15s,0h 35m 12s,1531207087,1531209202,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,baak,126,16,3,12,11,1,7,1,9,12,13,10,4,5,11,16,14,2,4,15,11,1,13,15,4,88,MXD1_1528457107_3,39,29,9,2,127,88,192,110,156,510,31,75,174,177,117,208,107
21389,10 Jul 2018 - 03:54:58 EDT,10 Jul 2018 - 04:11:48 EDT,0h 16m 50s,0h 16m 49s,1531209298,1531210308,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,kein,127,16,8,1,7,2,7,14,10,14,10,3,11,16,1,14,15,9,6,1,11,3,7,16,10,89,MXD1_1528457107_3,69,39,26,26,199,79,65,146,66,90,2,35,69,49,30,50,38
21390,10 Jul 2018 - 04:21:52 EDT,10 Jul 2018 - 04:37:05 EDT,0h 15m 13s,0h 15m 12s,1531210912,1531211825,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,lydm,129,14,11,16,11,9,11,16,8,15,5,15,4,14,9,15,4,16,7,1,6,1,12,12,6,90,MXD1_1528457107_3,126,41,28,31,147,140,112,128,29,50,4,23,16,27,22,21,93
21391,11 Jul 2018 - 02:52:22 EDT,11 Jul 2018 - 03:00:12 EDT,0h 7m 50s,0h 7m 48s,1531291942,1531292412,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,basg,103,8,9,14,1,3,4,14,12,13,5,15,4,3,9,3,11,15,11,15,11,14,8,12,9,91,MXD1_1528457107_3,25,8,2,1,92,46,15,27,21,21,10,22,25,93,17,28,40
21392,11 Jul 2018 - 04:19:35 EDT,11 Jul 2018 - 04:35:17 EDT,0h 15m 42s,0h 19m 1s,1531297175,1531298117,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,neol,134,10,11,14,3,15,12,6,10,12,6,2,10,1,2,3,14,7,11,7,9,15,5,14,7,92,MXD1_1528457107_3,40,90,36,67,84,99,85,61,49,107,2,48,61,26,46,40,37
21393,11 Jul 2018 - 05:09:14 EDT,11 Jul 2018 - 05:28:29 EDT,0h 19m 15s,0h 19m 13s,1531300154,1531301309,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nomk,135,7,2,5,2,16,9,3,9,16,12,1,6,16,6,10,11,12,7,3,15,9,11,1,4,93,MXD1_1528457107_3,15,37,22,29,121,140,129,51,96,86,5,53,49,180,50,54,51
21394,12 Jul 2018 - 02:40:49 EDT,12 Jul 2018 - 03:02:36 EDT,0h 21m 47s,0h 21m 46s,1531377649,1531378956,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,oram,136,6,4,1,15,3,13,12,6,2,4,11,9,8,10,1,7,2,7,6,12,14,3,2,3,94,MXD1_1528457107_3,17,85,24,23,288,144,90,84,39,87,13,100,90,41,110,38,50
21397,19 Jul 2018 - 04:25:57 EDT,19 Jul 2018 - 04:32:47 EDT,0h 6m 50s,0h 6m 46s,1531988757,1531989167,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,tsht,304,14,4,12,13,15,8,16,4,16,8,10,4,3,10,1,14,2,14,1,6,2,6,12,11,95,MXD1_1528457107_3,13,2,1,1,41,40,34,30,47,25,2,39,47,21,11,14,51
21398,23 Jul 2018 - 04:53:37 EDT,23 Jul 2018 - 04:59:14 EDT,0h 5m 37s,0h 5m 35s,1532336017,1532336354,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,molo,201,5,8,7,9,3,4,13,4,1,11,1,4,16,8,1,15,12,14,6,15,16,11,3,12,96,MXD1_1528457107_3,26,12,4,5,35,54,25,27,22,17,5,31,17,19,32,14,16
21399,23 Jul 2018 - 05:14:23 EDT,23 Jul 2018 - 05:25:22 EDT,0h 10m 59s,0h 10m 54s,1532337263,1532337922,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,samn,309,5,11,8,4,9,7,8,15,16,15,9,5,8,3,1,3,10,11,1,11,9,2,5,7,97,MXD1_1528457107_3,37,73,1,1,68,58,57,53,54,37,2,45,50,39,27,40,49
21400,24 Jul 2018 - 03:12:17 EDT,24 Jul 2018 - 03:27:28 EDT,0h 15m 11s,0h 15m 7s,1532416337,1532417248,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mmek,140,1,15,9,13,1,13,7,4,5,8,7,2,3,11,15,13,11,4,16,14,4,2,16,10,98,MXD1_1528457107_3,17,45,22,28,154,90,47,52,84,69,8,53,69,45,41,55,45
21401,24 Jul 2018 - 03:35:24 EDT,24 Jul 2018 - 04:05:09 EDT,0h 29m 45s,0h 31m 32s,1532417724,1532419509,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ditm,141,7,6,11,9,10,12,3,13,7,10,11,2,1,9,5,9,3,15,1,10,5,15,14,2,99,MXD1_1528457107_3,21,100,19,24,197,194,121,231,136,371,7,43,57,116,31,82,55
21402,24 Jul 2018 - 04:38:13 EDT,24 Jul 2018 - 04:46:42 EDT,0h 8m 29s,0h 8m 28s,1532421493,1532422002,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,matk,122,1,6,3,11,5,2,9,10,8,9,4,11,9,12,3,5,3,14,7,12,1,4,5,11,100,MXD1_1528457107_3,1808,15,2,2,83,30,56,27,64,35,5,23,50,34,36,23,23
21403,24 Jul 2018 - 06:43:10 EDT,24 Jul 2018 - 06:47:38 EDT,0h 4m 28s,0h 4m 28s,1532428990,1532429258,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nken,113,2,14,5,14,4,14,5,16,3,15,5,13,11,6,10,16,3,15,10,13,13,10,9,12,101,MXD1_1528457107_3,21,8,1,2,58,18,22,16,14,14,9,25,28,17,11,10,15
21404,24 Jul 2018 - 08:06:07 EDT,24 Jul 2018 - 08:13:16 EDT,0h 7m 9s,0h 7m 6s,1532433967,1532434396,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,diso,102,9,2,11,3,1,7,16,6,14,4,1,11,15,8,3,5,3,4,12,5,16,9,15,11,102,MXD1_1528457107_3,17,7,1,1,84,65,29,27,26,19,2,25,23,24,54,20,19
21405,25 Jul 2018 - 01:19:35 EDT,25 Jul 2018 - 01:37:08 EDT,0h 17m 33s,0h 19m 31s,1532495975,1532497028,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ntst,302,14,11,1,12,5,6,12,11,5,10,1,7,12,13,16,11,5,9,2,13,1,7,16,9,103,MXD1_1528457107_3,19,45,22,27,98,72,65,168,57,70,8,69,62,71,86,67,62
21406,25 Jul 2018 - 02:22:57 EDT,25 Jul 2018 - 02:31:47 EDT,0h 8m 50s,0h 8m 45s,1532499777,1532500307,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ontg,307,9,6,1,10,3,9,4,13,12,16,7,12,10,15,11,5,1,10,6,13,12,9,16,7,104,MXD1_1528457107_3,44,23,2,1,58,31,39,42,45,55,8,36,35,31,59,32,28
21407,25 Jul 2018 - 02:44:33 EDT,25 Jul 2018 - 03:01:10 EDT,0h 16m 37s,0h 16m 35s,1532501073,1532502070,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nteb,314,1,6,1,13,10,13,5,8,7,9,16,4,5,11,3,6,5,8,10,6,1,14,3,2,105,MXD1_1528457107_3,17,68,34,48,94,146,145,68,65,104,3,34,29,43,45,36,33
21408,30 Jul 2018 - 04:10:28 EDT,30 Jul 2018 - 04:28:34 EDT,0h 18m 6s,0h 18m 2s,1532938228,1532939314,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mogd,149,1,9,3,11,16,14,7,6,7,14,1,13,7,11,16,2,16,6,3,2,11,9,4,5,106,MXD1_1528457107_3,21,96,4,70,171,128,37,63,84,130,2,71,55,29,45,45,52
21409,30 Jul 2018 - 04:37:35 EDT,30 Jul 2018 - 04:49:36 EDT,0h 12m 1s,0h 11m 58s,1532939855,1532940576,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,seib,151,12,4,7,13,16,13,1,11,7,5,16,1,2,8,14,5,1,14,14,15,7,11,15,13,107,MXD1_1528457107_3,41,61,16,30,130,91,65,47,34,45,6,55,34,30,23,23,28
21410,30 Jul 2018 - 05:17:26 EDT,30 Jul 2018 - 05:31:22 EDT,0h 13m 56s,0h 13m 51s,1532942246,1532943082,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,luft,153,8,13,3,13,1,9,8,4,16,15,8,12,1,15,3,11,1,11,3,4,2,9,16,5,108,MXD1_1528457107_3,12,37,19,22,192,72,37,84,53,40,8,41,36,29,63,45,53
21411,31 Jul 2018 - 02:53:57 EDT,31 Jul 2018 - 03:04:44 EDT,0h 10m 47s,0h 10m 45s,1533020037,1533020684,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ndem,155,3,7,1,10,15,9,2,9,1,4,15,8,2,4,12,4,2,7,3,9,1,8,5,8,109,MXD1_1528457107_3,26,44,24,27,68,62,51,68,37,64,17,55,36,24,22,26,20
21412,31 Jul 2018 - 06:07:18 EDT,31 Jul 2018 - 06:19:28 EDT,0h 12m 10s,0h 12m 9s,1533031638,1533032368,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,enak,160,7,15,12,11,7,11,14,5,15,11,1,5,6,10,12,13,13,10,3,14,7,13,1,16,110,MXD1_1528457107_3,14,39,28,23,99,126,62,57,30,34,5,81,29,42,32,19,23
21413,31 Jul 2018 - 07:42:23 EDT,31 Jul 2018 - 07:47:26 EDT,0h 5m 3s,0h 5m 1s,1533037343,1533037646,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,joho,123,16,4,2,6,2,11,16,8,10,6,16,11,1,8,1,4,10,6,1,9,13,4,2,13,111,MXD1_1528457107_3,17,4,1,2,36,37,14,19,30,15,3,17,19,25,16,27,36
21414,01 Aug 2018 - 02:21:54 EDT,01 Aug 2018 - 02:23:29 EDT,0h 1m 35s,0h 1m 33s,1533104514,1533104609,2,2,,MXD_1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1368,04bc7493-9594-42f4-b75e-7e29446b4c06,oeml,161,,,,,,,,,,,,,,,,,,,,,,,,,112,MXD1_1528457107_3,18,40,26,27,,,,,,,,,,,,,
21415,01 Aug 2018 - 02:32:03 EDT,01 Aug 2018 - 03:06:14 EDT,0h 34m 11s,0h 39m 27s,1533105123,1533107174,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,oeml,161,16,14,2,11,7,5,9,5,15,2,7,9,14,13,15,4,12,13,14,4,10,2,16,3,113,MXD1_1528457107_3,25,2,2,1,178,187,206,91,214,316,1,123,247,128,178,94,82
21416,01 Aug 2018 - 03:21:08 EDT,01 Aug 2018 - 03:34:40 EDT,0h 13m 32s,0h 14m 29s,1533108068,1533108880,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,theb,162,2,12,7,14,15,14,5,4,3,12,15,13,3,2,7,13,7,14,16,10,2,5,3,16,114,MXD1_1528457107_3,174,38,30,28,102,61,80,93,37,75,5,24,48,39,53,53,46
21417,01 Aug 2018 - 04:12:38 EDT,01 Aug 2018 - 04:23:33 EDT,0h 10m 55s,0h 10m 53s,1533111158,1533111813,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,masb,163,10,13,1,4,16,13,1,8,12,15,10,9,12,9,5,14,6,4,16,15,6,8,7,4,115,MXD1_1528457107_3,12,41,22,23,92,42,43,32,61,71,6,39,39,36,49,27,30
21418,01 Aug 2018 - 05:57:50 EDT,01 Aug 2018 - 06:09:51 EDT,0h 12m 1s,0h 11m 58s,1533117470,1533118191,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,molo,136,2,13,16,6,15,3,11,6,14,8,2,4,4,11,15,8,1,5,1,3,3,12,7,13,116,MXD1_1528457107_3,13,3,1,2,127,42,26,49,59,42,6,57,43,33,24,32,172
21419,07 Aug 2018 - 03:31:51 EDT,07 Aug 2018 - 03:45:44 EDT,0h 13m 53s,0h 13m 49s,1533627111,1533627944,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,tlhn,328,12,1,16,5,14,13,7,6,16,3,12,1,11,15,2,16,12,2,14,2,11,10,15,13,117,MXD1_1528457107_3,20,2,2,2,132,236,85,32,40,38,17,34,45,35,43,38,48
