sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PatientID_patientID,PatientID_patientnumber,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,sys_MXDVersion_MXD,sys_MXDDesignID_MXD,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17
10792,01 Aug 2018 - 06:10:37 EDT,01 Aug 2018 - 06:19:41 EDT,0h 9m 4s,0h 9m 48s,1533118237,1533118781,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,kedl,323,1,13,2,12,10,4,15,7,3,11,6,2,5,3,5,11,14,7,10,7,6,4,14,11,292,MXD1_1528457107_3,50,34,14,17,89,56,43,45,14,32,3,85,13,28,23,19,26
10793,01 Aug 2018 - 06:28:22 EDT,01 Aug 2018 - 06:39:57 EDT,0h 11m 35s,0h 11m 35s,1533119302,1533119997,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,mosm,324,12,9,12,3,5,7,3,1,12,5,3,11,1,7,1,14,9,4,10,11,14,11,9,2,293,MXD1_1528457107_3,25,56,30,34,130,47,61,33,75,28,11,27,37,29,26,34,37
10794,02 Aug 2018 - 02:11:47 EDT,02 Aug 2018 - 02:27:30 EDT,0h 15m 43s,0h 15m 39s,1533190307,1533191250,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,mott,325,14,4,11,6,1,7,2,9,16,12,12,14,15,8,11,13,16,8,2,4,11,13,15,6,294,MXD1_1528457107_3,43,2,1,2,192,88,42,83,118,33,2,146,82,55,41,27,25
10795,02 Aug 2018 - 02:30:48 EDT,02 Aug 2018 - 02:41:32 EDT,0h 10m 44s,0h 11m 15s,1533191448,1533192092,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,bany,308,3,2,1,4,9,6,3,16,9,10,2,7,7,10,7,3,6,11,10,16,2,9,5,1,295,MXD1_1528457107_3,35,2,1,2,81,89,46,37,53,36,6,25,38,34,51,65,73
10796,02 Aug 2018 - 02:49:51 EDT,02 Aug 2018 - 02:59:18 EDT,0h 9m 27s,0h 9m 25s,1533192591,1533193158,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,raut,326,3,4,16,15,5,4,12,14,1,15,1,8,2,15,6,14,12,10,5,4,10,7,6,9,296,MXD1_1528457107_3,18,6,1,2,58,46,74,48,55,43,2,48,27,52,52,23,28
10797,02 Aug 2018 - 03:40:06 EDT,02 Aug 2018 - 03:55:27 EDT,0h 15m 21s,0h 15m 19s,1533195606,1533196527,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,reab,327,11,6,10,13,9,10,2,3,9,4,1,7,2,8,1,11,12,9,1,6,7,4,2,4,297,MXD1_1528457107_3,20,8,1,3,134,116,91,59,71,91,22,32,62,46,70,29,84
10798,02 Aug 2018 - 04:00:48 EDT,02 Aug 2018 - 04:08:41 EDT,0h 7m 53s,0h 7m 53s,1533196848,1533197321,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,motr,311,16,7,3,13,16,9,3,11,1,10,2,7,1,9,7,10,3,12,16,11,5,9,5,13,298,MXD1_1528457107_3,21,1,2,2,42,35,37,27,21,30,14,52,35,50,44,28,53
10799,02 Aug 2018 - 04:19:48 EDT,02 Aug 2018 - 04:25:00 EDT,0h 5m 12s,0h 5m 10s,1533197988,1533198300,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,modk,117,5,2,6,10,7,15,11,7,4,13,1,9,16,13,11,4,11,9,3,6,1,14,14,4,299,MXD1_1528457107_3,549,2,1,1,69,16,16,30,32,22,3,20,37,19,11,9,22
10800,07 Aug 2018 - 02:21:22 EDT,07 Aug 2018 - 02:28:18 EDT,0h 6m 56s,0h 6m 54s,1533622882,1533623298,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,912,5d24abd8-2e75-45b2-9e2f-83642bde07b2,tshi,143,7,16,14,12,3,10,5,11,1,10,7,12,1,15,9,16,15,10,5,4,11,1,7,2,300,MXD1_1528457107_3,13,9,1,1,39,28,45,29,27,15,26,24,74,29,18,26,23
10801,07 Aug 2018 - 03:05:33 EDT,07 Aug 2018 - 03:16:57 EDT,0h 11m 24s,0h 11m 20s,1533625533,1533626217,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,khon,164,7,6,14,3,14,4,12,3,5,2,12,5,16,3,16,9,10,9,12,7,4,13,6,15,1,MXD1_1528457107_3,181,36,18,21,64,95,129,39,64,40,5,27,40,28,29,21,24
10802,07 Aug 2018 - 03:28:54 EDT,07 Aug 2018 - 03:36:34 EDT,0h 7m 40s,0h 7m 37s,1533626934,1533627394,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,ratb,165,16,12,3,12,5,14,1,11,10,4,13,15,3,8,16,4,14,11,16,13,3,5,5,12,2,MXD1_1528457107_3,312,31,23,19,84,38,37,25,34,32,6,23,22,21,23,13,26
10803,07 Aug 2018 - 03:50:00 EDT,07 Aug 2018 - 04:04:18 EDT,0h 14m 18s,0h 14m 14s,1533628200,1533629058,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,mokk,166,5,13,1,9,1,13,16,10,3,11,11,9,14,8,12,4,14,6,3,13,12,7,16,7,3,MXD1_1528457107_3,16,33,21,26,88,51,77,41,69,89,3,78,53,41,55,54,75
10804,07 Aug 2018 - 04:14:20 EDT,07 Aug 2018 - 04:21:16 EDT,0h 6m 56s,0h 7m 9s,1533629660,1533630076,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,barr,133,1,8,3,7,1,11,3,7,10,13,5,12,15,12,5,4,14,13,1,12,2,4,6,4,4,MXD1_1528457107_3,313,6,2,1,79,43,16,29,25,15,11,33,22,31,20,47,32
10805,07 Aug 2018 - 04:22:04 EDT,07 Aug 2018 - 04:41:07 EDT,0h 19m 3s,0h 19m 0s,1533630124,1533631267,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,albo,167,6,10,3,2,7,12,1,4,3,2,5,11,5,2,1,15,3,4,16,12,1,10,7,11,5,MXD1_1528457107_3,28,62,23,35,225,83,47,134,87,121,3,54,70,55,46,43,52
10806,07 Aug 2018 - 04:43:04 EDT,07 Aug 2018 - 04:57:05 EDT,0h 14m 1s,0h 14m 0s,1533631384,1533632225,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,nton,168,3,15,1,11,5,11,5,8,3,11,2,10,16,9,15,8,16,13,1,2,1,12,16,4,6,MXD1_1528457107_3,18,64,20,25,159,67,78,61,47,67,3,63,44,45,61,17,19
10807,08 Aug 2018 - 03:55:35 EDT,08 Aug 2018 - 04:05:29 EDT,0h 9m 54s,0h 9m 54s,1533714935,1533715529,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,nteb,313,12,7,15,6,14,3,15,11,3,11,9,5,9,11,15,8,14,13,12,13,2,16,2,7,7,MXD1_1528457107_3,23,4,1,1,26,45,61,40,77,94,15,37,65,25,18,39,46
10808,09 Aug 2018 - 02:22:43 EDT,09 Aug 2018 - 02:39:37 EDT,0h 16m 54s,0h 16m 49s,1533795763,1533796777,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,phog,169,5,2,16,4,7,15,7,9,5,9,11,12,3,8,16,13,16,9,3,12,11,14,2,12,8,MXD1_1528457107_3,25,42,22,37,144,89,123,57,66,66,3,96,72,49,33,47,63
10809,09 Aug 2018 - 02:51:57 EDT,09 Aug 2018 - 02:53:23 EDT,0h 1m 26s,0h 1m 26s,1533797517,1533797603,2,2,,Intro2,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1368,5d24abd8-2e75-45b2-9e2f-83642bde07b2,ditm,143,,,,,,,,,,,,,,,,,,,,,,,,,9,MXD1_1528457107_3,11,7,1,4,72,,,,,,,,,,,,
10810,09 Aug 2018 - 02:53:46 EDT,09 Aug 2018 - 03:16:55 EDT,0h 23m 9s,0h 34m 6s,1533797626,1533799015,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,ditm,141,7,2,3,4,5,15,16,11,16,3,16,9,14,2,14,12,7,9,5,4,12,10,3,4,10,MXD1_1528457107_3,21,2,2,1,109,380,320,38,88,116,15,95,70,43,39,39,29
10811,14 Aug 2018 - 10:00:00 EDT,14 Aug 2018 - 10:09:43 EDT,0h 9m 43s,0h 9m 41s,1534255200,1534255783,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,matk,148,7,11,3,2,7,4,8,3,12,3,1,4,1,6,1,2,12,2,12,6,14,6,14,11,11,MXD1_1528457107_3,46,30,2,1,73,54,32,98,42,27,8,67,31,18,26,35,37
10812,17 Aug 2018 - 03:47:58 EDT,17 Aug 2018 - 03:58:26 EDT,0h 10m 28s,0h 10m 27s,1534492078,1534492706,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,phog,169,16,13,3,10,12,13,12,11,5,14,2,11,3,13,16,7,3,11,7,9,7,10,16,12,12,MXD1_1528457107_3,13,7,1,2,76,83,21,31,63,34,7,74,44,54,62,40,28
10813,17 Aug 2018 - 04:01:52 EDT,17 Aug 2018 - 04:07:18 EDT,0h 5m 26s,0h 5m 25s,1534492912,1534493238,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,5d24abd8-2e75-45b2-9e2f-83642bde07b2,masb,163,1,14,6,4,12,3,6,11,10,11,12,4,16,4,1,5,2,14,16,13,16,11,2,13,13,MXD1_1528457107_3,40,2,1,2,65,27,32,15,23,24,3,22,31,28,13,18,19
21354,18 Jun 2018 - 03:44:33 EDT,18 Jun 2018 - 03:49:11 EDT,0h 4m 38s,0h 4m 38s,1529307873,1529308151,2,2,,MXD_3,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,molo,201,3,10,1,12,,,,,,,,,,,,,,,,,,,,,54,MXD1_1528457107_3,19,70,23,28,111,46,,,,,,,,,,,
21355,18 Jun 2018 - 03:51:00 EDT,18 Jun 2018 - 03:56:04 EDT,0h 5m 4s,0h 5m 0s,1529308260,1529308564,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,molo,201,1,10,16,12,5,4,1,13,2,13,14,12,16,8,1,6,5,15,2,8,2,8,11,4,55,MXD1_1528457107_3,12,1,3,2,26,22,16,16,20,28,7,15,24,33,31,22,34
21356,18 Jun 2018 - 04:32:23 EDT,18 Jun 2018 - 04:47:24 EDT,0h 15m 1s,0h 15m 58s,1529310743,1529311644,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,kato,202,12,11,9,13,16,8,16,13,14,13,3,8,12,10,14,4,16,4,15,8,7,11,5,2,56,MXD1_1528457107_3,22,63,28,50,97,132,40,44,40,44,8,56,67,51,49,24,107
21357,18 Jun 2018 - 06:03:27 EDT,18 Jun 2018 - 06:14:19 EDT,0h 10m 52s,0h 10m 48s,1529316207,1529316859,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mahl,203,1,14,13,4,1,4,1,4,6,9,7,11,14,11,7,13,3,9,15,6,3,14,5,12,57,MXD1_1528457107_3,16,44,21,43,45,61,43,22,66,94,3,30,24,35,41,53,23
21358,20 Jun 2018 - 02:31:57 EDT,20 Jun 2018 - 02:55:58 EDT,0h 24m 1s,0h 23m 58s,1529476317,1529477758,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,masn,101,16,10,1,15,12,8,16,15,2,9,12,14,6,13,2,4,7,10,6,5,12,11,16,14,58,MXD1_1528457107_3,496,67,28,42,328,73,95,158,96,137,4,57,71,91,71,62,58
21359,21 Jun 2018 - 02:19:21 EDT,21 Jun 2018 - 02:31:36 EDT,0h 12m 15s,0h 12m 14s,1529561961,1529562696,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,diso,102,10,5,15,9,16,11,16,2,12,10,9,4,12,4,16,9,12,5,14,3,15,8,1,3,59,MXD1_1528457107_3,601,46,24,35,102,67,25,78,57,60,6,40,34,42,41,32,45
21360,21 Jun 2018 - 03:11:52 EDT,21 Jun 2018 - 03:24:58 EDT,0h 13m 6s,0h 13m 5s,1529565112,1529565898,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,basg,103,10,4,5,6,8,11,16,1,10,13,3,4,14,11,8,9,12,9,5,9,16,13,14,8,60,MXD1_1528457107_3,16,39,20,26,81,57,40,159,40,31,8,53,44,55,41,31,60
21361,21 Jun 2018 - 04:24:36 EDT,21 Jun 2018 - 04:34:25 EDT,0h 9m 49s,0h 9m 47s,1529569476,1529570065,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,Kgas,104,1,4,6,4,1,14,5,8,13,4,1,10,15,10,3,11,5,8,12,7,13,6,15,9,61,MXD1_1528457107_3,29,49,20,23,60,42,48,55,41,28,3,45,36,37,28,35,37
21362,21 Jun 2018 - 04:53:36 EDT,21 Jun 2018 - 05:04:29 EDT,0h 10m 53s,0h 10m 51s,1529571216,1529571869,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,kagk,105,3,14,1,2,15,8,3,13,5,4,15,6,1,6,1,4,7,11,16,6,7,13,5,4,62,MXD1_1528457107_3,18,38,26,25,88,38,74,37,48,59,7,32,31,38,43,27,40
21363,25 Jun 2018 - 03:38:25 EDT,25 Jun 2018 - 03:48:40 EDT,0h 10m 15s,0h 10m 10s,1529912305,1529912920,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,basl,204,7,4,16,10,7,15,2,11,9,13,6,3,10,3,1,11,14,4,6,8,2,4,6,12,63,MXD1_1528457107_3,19,40,24,27,63,72,34,38,37,38,17,52,31,42,32,30,33
21364,25 Jun 2018 - 04:58:34 EDT,25 Jun 2018 - 05:09:14 EDT,0h 10m 40s,0h 10m 39s,1529917114,1529917754,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,pamk,205,9,11,16,13,3,6,7,4,1,9,14,4,10,14,10,4,16,15,1,15,7,6,9,15,64,MXD1_1528457107_3,17,45,25,33,96,48,39,49,52,29,8,40,32,51,25,23,44
21365,27 Jun 2018 - 02:25:26 EDT,27 Jun 2018 - 02:47:10 EDT,0h 21m 44s,0h 21m 44s,1530080726,1530082030,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mojs,106,14,10,3,2,5,2,12,13,11,9,16,7,5,2,12,7,14,6,1,3,16,7,1,9,65,MXD1_1528457107_3,21,42,24,33,290,155,141,83,78,159,7,49,48,62,50,49,34
21366,27 Jun 2018 - 03:42:51 EDT,27 Jun 2018 - 03:57:37 EDT,0h 14m 46s,0h 14m 43s,1530085371,1530086257,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,gonr,107,12,1,1,10,12,5,14,6,12,15,4,7,1,5,3,5,7,11,15,3,14,16,16,6,66,MXD1_1528457107_3,74,68,36,26,171,63,59,29,25,144,2,85,29,78,28,23,17
21367,27 Jun 2018 - 04:17:21 EDT,27 Jun 2018 - 04:28:53 EDT,0h 11m 32s,0h 11m 31s,1530087441,1530088133,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mott,108,3,4,1,10,14,11,16,4,10,6,3,8,1,11,15,6,16,4,5,15,14,7,16,3,67,MXD1_1528457107_3,27,42,19,24,50,52,51,32,100,33,7,23,43,50,62,33,70
21368,28 Jun 2018 - 02:22:54 EDT,28 Jun 2018 - 02:37:45 EDT,0h 14m 51s,0h 14m 47s,1530166974,1530167865,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,letk,109,16,11,8,11,2,3,1,9,8,2,1,4,5,2,10,11,16,7,1,7,16,9,10,4,68,MXD1_1528457107_3,267,39,24,23,65,97,118,61,137,30,3,64,38,75,36,32,45
21369,28 Jun 2018 - 02:56:25 EDT,28 Jun 2018 - 03:09:42 EDT,0h 13m 17s,0h 13m 13s,1530168985,1530169782,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,serc,110,11,8,5,8,3,7,10,2,10,13,3,13,5,6,16,8,5,12,6,13,1,2,16,11,69,MXD1_1528457107_3,18,42,24,28,120,58,77,41,40,22,5,93,40,44,56,68,35
21370,28 Jun 2018 - 03:42:30 EDT,28 Jun 2018 - 03:53:37 EDT,0h 11m 7s,0h 11m 4s,1530171750,1530172417,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,morn,111,1,10,3,11,16,2,5,10,1,14,13,9,13,15,15,4,9,4,12,10,16,2,3,14,70,MXD1_1528457107_3,42,39,19,22,71,121,49,42,29,32,6,38,67,42,37,28,22
21371,28 Jun 2018 - 04:06:07 EDT,28 Jun 2018 - 04:31:31 EDT,0h 25m 24s,0h 25m 23s,1530173167,1530174691,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ramo,112,9,13,1,6,9,16,12,11,15,2,5,10,14,9,14,11,7,2,12,2,1,6,5,4,71,MXD1_1528457107_3,132,63,26,35,209,50,66,32,177,132,8,322,78,61,90,88,86
21372,28 Jun 2018 - 04:48:15 EDT,28 Jun 2018 - 04:59:11 EDT,0h 10m 56s,0h 10m 55s,1530175695,1530176351,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nken,113,2,5,1,15,10,16,3,13,4,12,3,12,9,12,4,13,10,13,4,15,10,2,9,11,72,MXD1_1528457107_3,14,60,22,25,111,38,70,38,56,31,8,23,32,32,35,41,33
21373,28 Jun 2018 - 05:12:02 EDT,28 Jun 2018 - 05:25:58 EDT,0h 13m 56s,0h 13m 56s,1530177122,1530177958,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,galk,114,14,6,1,4,16,10,12,6,5,2,16,4,14,5,12,4,15,9,16,11,14,13,15,11,73,MXD1_1528457107_3,15,41,26,70,129,80,106,51,71,26,6,59,22,53,21,48,27
